system_indicator|card_number|product_id|customer_number|embossing_name|embossing_date|card_valid_through|previous_valid_through|card_type_plastictipping|authorised_amount|authorised_amount_sign|first_usage_date|ytd_transaction_purch|ytd_transaction_purch_sign|ytd_transaction_cash|ytd_transaction_cash_sign|annual_charge_date|no_of_years_to_waive_annual|activation_flag|life_card_flag|activation_change_date|branch_number|application_type_1|application_type_2|facility_group_account_number|processing_group|credit_limit|credit_limit_sign|temporary_limit|temporary_limit_sign|current_balance|current_balance_sign|balance_carried_forward|balance_carried_forward_sign|amount_due|amount_due_sign|total_payments_since_cutoff|total_payments_since_cutoff_sign|amount_in_arrears_1_period|amount_in_arrears_1_period_sign|amount_in_arrears_2_periods|amount_in_arrears_2_periods_sign|amount_in_arrears_3_periods|amount_in_arrears_3_periods_sign|amount_in_arrears_4_periods|amount_in_arrears_4_periods_sign|amount_in_arrears_5_periods|amount_in_arrears_5_periods_sign|amount_in_arrears_6_periods|amount_in_arrears_6_periods_sign|amount_in_arrears_7_periods|amount_in_arrears_7_periods_sign|amount_in_arrears_8_periods|amount_in_arrears_8_periods_sign|statement_type|statement_indicator|opening_date|manual_limit_adj_flag_1|manual_limit_adj_flag_2|latest_due_date|latest_period_processed|payoff_flag|block_code_date|arrear_level|from_acct_no|debit_type|number_of_times_x29_days_in|number_of_times_3059_days_i|number_of_times_6089_days_i|number_of_times_90119_days|number_of_times_120149_days|number_of_times_150179_days|number_of_times_180209_days|number_of_times_210239_days|ac_into_collection_date|old_card_number_1
cstjtnguja|hpchalgypiooqqtj|ptzung|qojcfrxfnnybeqidptgfmtysogicux|teiqscrcepozavcdaczmkbnmmh|66242502|iqxfij|hhmwvq|p|04400624522|x|71125144|87766135535|j|51121400343|l|sjytld|t|km|f|98215769|pjbz|u|t|oizudzfkbziyuvpc|vu|70722612715|c|45543498041|e|70425913092|h|36863914907|j|99276497480|t|57764589694|y|02582981418|w|87455585136|r|02270150355|k|59801509370|j|51682906156|a|63155750976|h|72112951125|x|02699370160|g|qzlrexgwmjyvlhrs|y|70286125|69478486|90121625|85070284|10769080|04893342399|27008057|yvr|jqblvwhlif|u|fvm|ctq|rdy|mdj|suf|ryd|lrm|mez|13233223|hvrxbbtjkaqflkpc
jtpajdglas|cketvtitnhzpdvqt|scpgwt|bvobnyqrqnuqzzawdugqqupgryjgsh|hpcppekakotdhdadovwnmtebfm|02650605|lhpfhq|duwzqx|e|02738746505|p|58765294|94543072835|e|29859188706|w|hrhowo|n|cm|m|25885925|sinf|o|j|bayrwmoxbzmcetxn|vg|71361860688|t|77088949550|k|70027205134|v|07159410715|y|88274250514|f|66721148654|r|85181085861|g|09594808951|d|35253103624|k|22765076127|m|59286874889|x|52310773138|k|03424813761|w|11526292281|i|tclwupnsmrzbklcw|u|86447023|63680449|97380556|72787360|98864648|24074400148|70383773|ceh|wpnktrbstx|o|ubv|xsq|srj|grr|zew|ryy|zkk|syn|23815900|bpoxssyppynknfdd
pgxazgbffj|ojsmuimcacmvcbru|sapprg|cpswvbccxemanhqsvozwvpbryzzkcf|srjlcjwkoeldaxbvifrmkuiicp|96277545|gjmatb|nymspm|m|95158671220|p|83948707|17930590042|p|96756640410|h|wtqzee|r|ts|u|16338332|jfdb|r|v|wzscpejebmcoehzu|nb|03709402639|z|19988644378|b|49895201462|l|16365316155|o|56764793230|s|90227151225|o|23525556409|j|06172245744|h|22612756010|m|57167447401|o|70416831483|l|31226853224|c|29570834002|f|06599743070|w|lldsofjzjunhljog|z|38163464|68454648|27669017|56833766|23581286|23399463384|85851586|fsa|wdditkmnrt|g|zzb|kec|syv|aly|ehl|hca|yhp|hvv|85908906|nbzdlupjrzjkoujp
ooflatzgka|qevhlwnmdcepkmmt|ppsafm|msiaybmhtqociigetaqvfydmfoievm|uaglahxgntdtrvnjzrffpmiphk|44649693|uhwgdg|jrnmgc|z|31048524216|g|54308518|84614280760|x|94436619028|z|rpngth|l|gc|z|94708737|xpub|o|o|pskxxxxsqgnjmphn|ki|99067298356|v|41818697527|f|88993107631|z|10193238122|f|08914780821|k|54736141936|o|26656564330|l|58689934009|t|27721647097|n|05289290960|b|79798769624|e|78121897948|t|28261958967|r|79003614971|o|rbfuurqivzlfkgmh|h|89332787|97704529|01740996|54776225|53245315|40650596429|36538651|fmg|frvcqhfpnt|r|djr|tye|bnd|ees|wup|tkc|kyk|iqr|90222035|exefepxrcyxbtopc
ynbulzwbdj|hcjhpazzrtrrzcej|mhxbdz|fphuqaktwkclsmrlzsoonrftppchws|nreumievmmvvprvjrbcqozvrai|35495225|guiyxp|noaoda|f|49232269421|v|36572078|44409011979|t|82889109844|q|syjlts|s|bk|u|33140042|ckml|s|m|nymkxstnwmxatukq|se|19753168947|p|89482966987|w|36467676776|v|02407468748|r|12714376189|s|35331040913|s|29248708356|m|86518939391|t|70256695220|h|05767384487|i|28699799860|d|70547149971|g|18988310728|q|48021143415|h|pfeexemplbbhwvww|i|68935298|52691847|61755049|67780645|89195061|19122466724|96210103|vev|acvgglgfha|q|zdp|wli|hne|qay|aee|vhp|qdg|sag|89293797|lxgieauheioiwhdn
jffyphsolo|sswvhxqxqfldsnup|icjssv|tiynopodbmlnhrguptogiplwmezfdy|pleogbtbevhfpjqnwstmelfcfp|83611725|dlgqdz|gmptjx|n|39784387735|z|41980740|88164368118|q|02795802911|t|pkgzyk|p|yt|j|72342550|xvhy|l|j|kfvfnathvobkszbu|ic|89691627450|a|30281685789|e|87155749354|e|48162313409|u|39862049819|z|55840843070|l|52002112958|e|18506901597|j|24546464405|d|40001779881|k|04564275497|o|32943503092|o|82676899237|k|38292463386|v|crspefdntdwyyxed|g|76550323|88086021|02855154|61482733|51439425|47856883260|95389096|qzm|dvbhsajxdu|e|twb|fhc|zrw|jrn|lin|lke|coq|ejc|84523324|gwqdfeowkgvzshqj
tkfcsyilxw|wqsnnqzjirjtfsvd|fbxntl|iwyafaccoxflajobpguxjumudverhu|sikketqhccmnvtzgyiwszhrmtv|21108916|vvuaqa|oectjo|s|57763714810|d|21239281|27827578687|q|69899446712|g|tguent|h|rc|t|35561500|khiz|v|c|oiblihqlrtpnxfva|sx|12109525606|i|34608511936|u|00762203358|a|82089798160|f|62214567579|u|99840310727|w|64865329814|o|03583243881|b|76230093459|c|80248799547|l|70156987383|m|52981594382|x|98217751196|k|22737243923|v|iryrvauvgptettel|v|89406432|67475790|05979623|64988979|80601165|09584488967|62298506|zvi|sxnuvzazru|p|dii|zne|imv|knl|cvx|hjj|gpl|iff|13844554|jmjrxxbqixrhixgs
sbkhaxllnj|mnpyntytdsrizshu|rscmnh|zubshwplbxyjjdfxfwpfmnrrmobzkt|ewzgbyffmhogwuzsggtngseqkk|32839384|uzrxlp|wjebgo|k|91188369663|i|81688937|56031049236|p|84083238800|x|ythwud|v|ix|s|90167085|sksg|g|m|vxrlsrebqgebiorp|fa|75038450057|t|20678266764|c|17706037965|d|70981217520|m|94549083320|b|44579357591|y|87741667822|m|62037529487|h|49365402255|t|60699075957|l|25357367763|u|77251721719|q|58844718807|n|07747752825|a|vnjxqswtnvtcxvft|b|14384083|54048476|13020178|16287560|60619480|40072296499|17547555|msc|jexpkoppoo|v|kdt|otw|oyp|ciz|brv|pet|nzp|ecr|20162919|tjpknlwovlrawibl
arneydwhby|ehmlljcaeldepruz|jdzqal|dhnwbardpjyvtgzixgddlbmuzddvtg|iknwmkvougdnowbyaptsggpijn|98180348|cjubcj|yfppyq|n|50064032737|x|40154502|46938644782|w|62609158789|u|mwuzpu|r|zo|o|66862078|hpdn|s|w|ibpjkjchlexvmfxm|vv|54647034698|w|56037283545|b|98748278701|x|55625052530|j|45603636647|i|68046382875|q|98365308322|y|63433552563|q|05230744359|x|33183792091|u|32277558114|n|45599031541|x|04984940615|k|04995533064|h|hpvrajesrkcxwjla|j|12559398|27287616|25600156|93805231|15734437|29652865753|29257634|lft|nqficzxweh|l|obq|jky|kmo|qkc|yum|yua|ylg|lwh|57706457|yltuekavmnaasfyx
olwxbqdpzz|kiovvfjxechfopwl|vmfhmo|fribcfziagzmsukcchuvkfpzfzjetg|yobsxcnxvcrgkjfbtdixixwvao|55839901|eoezbb|fhpmot|d|39814184074|e|51312631|51877727184|z|05296385565|m|leafjz|p|jd|p|17473689|kkpt|g|e|kcgubifolmmxdota|ha|77416110168|f|22282902582|m|92089788010|s|62661243333|i|36544881950|b|11596900006|u|60211838196|r|90238549069|k|89927919509|y|59136239662|q|86863386031|u|79711545299|s|28679300640|c|06474606940|c|zpbpliwfenhpnsun|g|56653536|02185551|68417797|64786211|68709767|99375743651|38013764|ldb|dzbwittkgk|r|plw|ezw|stg|hxd|bwo|cju|juk|imv|69957768|aqshknnyeqiprfsl
xrjwrjdjkf|lxwkvpafgyrlvgyo|fersat|qwyyawtcquqdzkhithmdkexqyfyzna|dyzntbelignxwffeyerbzehbkh|83754601|eyilmv|xrxfus|x|30286935767|c|11686179|51344027997|n|12497246499|o|jtbdsh|k|bb|p|39468328|tiko|d|w|twtxznxquekrbijp|cr|68053093419|e|06705737403|p|04018895083|e|15528824640|c|63869902372|w|91490450742|c|18191965006|u|10336649655|o|02761899083|a|00814866341|e|77728941910|u|09703242648|c|94079942119|q|11409403605|r|spsxedxtforkikce|j|44733434|01397924|61691472|17817758|11347991|65449973431|33010997|mvz|nnhjgtntda|n|eih|lqk|iyt|aaa|fvw|dpo|gad|hzd|72313711|noonsxywjpjhnawe
loczuvkgaa|xmorhixcpmyypcch|tnxljl|zbnvtxbhkyeflmaufmohjxbrdxfnqk|hfjxkljppcclgzkxfnmsmnqqcm|35345669|ulimpg|lvtyus|l|79987112280|r|70571212|96131230406|h|73847354038|d|myaloh|n|vl|f|83996380|yuep|m|i|suyuwdzpaiwrhvir|cd|44349962751|v|37264268372|p|37542789442|c|58047073217|b|87344186329|h|07620941850|l|45422348156|a|85149520145|v|91833354342|h|69762584723|e|28805983428|w|03827852491|f|32041521446|o|05748597675|b|poixiqvahhxzpxgs|x|85261166|01441311|38818141|55856214|40553214|17001466674|06150982|dev|ukneburwzj|t|mca|udx|apb|tep|dyr|eqa|ugo|loe|80171283|sqyhjrclxtzfuele
abjckuomqp|yoxitwnawmpheyul|rdzqsy|zpxnmvinbfwjmkbaanlytfahcxhjvb|vyepvliejknxwuxmtmwtecsssl|03630422|fobznd|lggdbs|g|19842105147|j|46174180|36200385197|c|53801216179|l|lyzoxy|z|bh|q|85122017|dhqw|n|u|msknshhdwjwhdikz|ox|21014512242|y|41170085874|w|81081310191|i|41059797441|b|36686586258|j|55552882523|q|09791083418|t|87660453229|l|13819008884|g|47188768487|a|54326345644|e|59247562407|z|99692728526|x|80291785850|b|vwjbubxlnrxlspgr|z|68579888|90332263|72024624|27801903|50586557|78724747457|08946831|szu|nmocmczfjo|r|kpw|ebi|wmc|hak|fiu|kdb|sch|fdp|67815003|tbwgdfsktofnsohh
ttadyrqfbw|tqyzrbirmkhfygtp|kmhbdl|jhzofrubpubhnxjdazlbfwkgbqiznl|lkkfxsccmtcozvznidmfikvslb|78909924|yqtxri|ggshsl|u|99634071929|m|98894985|20188282462|c|86397824066|p|phcsfg|o|vj|m|84589141|ropi|h|g|dlotxwwumurppjcx|pf|46396280119|v|54754590744|u|91643826039|z|16316952765|t|90493881487|z|00121174241|r|12606514081|e|93977252438|n|62716470110|n|86029689084|e|52886063752|s|53099179910|a|14480681127|u|10969379793|q|aabwawbatyopmibq|r|48377524|89748301|04282985|87308124|23413851|70265665265|09515294|ljs|gyutcgxzjt|a|aae|lws|ija|fqc|krx|mts|shg|hki|76208547|tbhwabidgibtvmtt
bhwvddorjp|zlkqorxkhcpdhqmz|avwycs|dvstgonoebvteiivaehzgtkmixeiqn|ixxwdmzzzqrjjsqdzbvbfbynvg|56151948|gxwyhj|qhnsor|p|19743816199|c|27111582|35493754432|g|50908507460|h|ftmjcr|o|qt|o|23011188|arfl|k|k|dnpcskyzcvnxurqk|ld|56290403449|g|97191151287|c|45508557055|c|77189327226|t|75009561740|j|75182173047|g|93091497752|f|64444004459|j|98611940512|o|52323768740|t|36006278725|i|79310808717|s|22579925089|o|43544748690|d|rmijlmrbvlnzqkfa|h|24697748|72280548|83145758|13927341|94930006|98763696553|19587808|syy|vomnamxuaj|v|grh|vbr|dkk|pba|puh|ttr|rmb|bpk|26549911|oqgqeykqazketejy
lluylegrni|mlkffcasbplohhqu|irdnyz|vrtnxgcjnmkrhjakbmbyqoweuzbpyn|ucgvoywhnplftjduwperwbzlru|09608465|aagrxe|kdlwjz|d|34328075277|u|98166033|46930554200|f|75359377172|u|ywydug|l|qf|v|49754380|xglj|i|w|nhlfrlynkfrxjonr|zv|10621144016|t|58520221026|q|78669032655|b|20656486260|k|86377845205|j|55955837850|t|04015022873|c|66947775316|o|27968419737|x|23450193026|t|57143334539|b|83969083485|h|08994724258|m|08536949448|d|xcfjsbnekvthmyjx|r|50908776|57815147|79563882|26385001|26934605|22662142266|53098977|anv|estzosoztc|n|pxb|wpm|fbg|cvs|yrx|rna|ngk|ngt|36892556|xrhrqcgdadojfcfx
lephfvwemp|qnieuuarfsqmkpfw|xtsgjk|rorbajbyqtizchsaokliywyektortn|wblrxawwvncmswlqacflutwjzu|33423014|griudo|vybook|a|39961223522|e|24095898|75770328816|k|24654520320|q|xivqek|x|it|j|04070255|kvft|z|r|vwhgfkegunveyduv|pm|35041282681|k|45073986058|s|76312997539|u|47776529877|k|44041843470|t|82925523998|h|10826001667|y|67830753231|n|91981325995|k|81317015601|o|63738946749|s|30523733766|m|17151622611|h|61294308203|v|zbjgtyavgxfamwtp|u|87060455|25177782|22872232|74709417|02740837|97507491019|06379179|dge|qrafcxnvkp|g|xvn|sgy|jol|fzg|svr|gcl|ftc|koq|10050632|ysquuwydalshxcle
bdlzalahdf|ptooorntycyvpgfz|kpgxve|cvjctoewxupsqdxepskrtkbqcvefcv|bukexlajlnifcajgzyxrjrmlbr|73809543|lfeegm|pagenx|h|84374778878|x|02496991|07306796980|m|04455779102|s|kmjzsg|f|yf|g|57701122|spqc|z|m|kvnyjkjcjlrlxfmb|rf|12002219248|o|46668835602|j|23389974585|p|31517322042|j|85386940003|e|31468030881|d|08970672445|f|27987065523|o|86034292647|k|58068259551|b|00091861822|x|00216969029|l|79160605080|o|16297112188|s|mixedetprzozhhng|l|83741225|37152852|27534754|53989179|87360139|32240909296|05426405|ecc|toqerrslpf|x|jxj|okj|kqs|wsn|tfz|tqc|agw|gxi|24230716|zgeqxmafwywkompp
hggxgmbatj|dwfrdhswxodkpibg|cupbru|xoyefdosdkrinzowqjjtxpiqasbkst|dpiilndikbmaujuwejemsmbfxm|49854843|fugpyw|ioxxiq|m|43524201709|a|73156098|58989506310|b|77126536176|h|vtooua|f|qz|l|08200402|hvqd|l|d|fkfkbstrwjaqarah|xd|12510015452|m|79847489459|d|46311492344|x|61815375106|s|76878691210|u|47781392174|y|03796348925|e|31355128145|c|13567846620|x|99844812710|p|03579647205|z|56697580383|m|78638071442|d|70861552132|w|axyajxquayaujhdi|i|26744123|73995542|67709440|87275255|67763533|52845463605|19915360|pab|kewtayaoiz|o|xpu|dqj|yeg|njh|ztc|gcc|hbn|yas|59671663|jywqbjfxdktaqaye
qpnddvuioe|tukqjozgpexkrkka|geqqbz|cyzicoczjgzokvgkqfxevxzanvehzs|crgwmixamteaavuadcgqoyscnd|38340082|ueekoi|leersh|q|84831078075|c|40628560|87662470419|c|24247479341|e|rvntyq|v|if|p|08709356|lwvv|o|l|vnpycfwremygkyzx|nk|21773971026|x|54488942607|i|17711257700|s|75968733308|o|89706442702|w|96621073363|l|07948125568|v|52832793999|e|49670227426|q|90138349049|x|74571330694|a|49741357976|x|15271600936|u|15138324338|c|hajcttcoukiujscq|i|52380849|62795588|90449918|61304026|41335413|04542378041|95084204|spt|dpdxscejqs|h|dyg|amn|mdo|ksq|rte|vxq|rch|tpe|00404856|diewduqalohbsrgj
inwpfvisqo|vjefsvgzzupskket|gyjuyf|udyemuppgnftjozwfovkfxefifzcbs|cvmxqhqcizhsydcyfgrnlbtmfq|96771209|jakivc|teahnp|v|75130176457|b|37718817|23504973172|e|92907720894|a|yxeoez|u|sv|j|33901755|celd|x|r|wkvfakjnmftvmdee|ik|40514294405|z|86763707183|y|24192218766|v|65666580604|s|51814092547|t|53685760290|c|99086288092|q|73906392615|m|38938757990|s|15962389073|g|92065042925|r|96966855413|r|85360118683|y|53701204949|h|qpivhuvxvqjkleqs|a|31308262|61609836|86685240|59225170|17457936|29060582825|63506333|bji|accicjwlhr|t|cwo|lrn|oqa|yfb|kii|akp|dzc|iqm|71031198|xmbxefmcxvnlosfa
qfodratbmq|gdeghxezxwswfqzt|wirmns|ysjdoxjdefomjsasmmkhelgprpdfcn|wfaobdfrznqctldvpidjxhlqqf|11616350|jcvanc|yadrgq|z|73832825574|y|52285180|18486454370|o|32888457643|k|rqgubf|l|lm|a|60753603|sjgu|w|y|axtewyfudberiopa|ak|58178284226|i|53407350499|b|99506132924|t|56334538318|r|13065873663|y|87212018406|m|40041399353|o|79748445233|k|79846556167|x|02030818480|n|21634811400|u|74357832313|x|75701788888|s|40081225315|c|fzbjmzqkolbyvsgd|q|77475288|13727870|10522917|26574424|67022405|64301427403|08377209|srs|dribdcbuhm|i|ops|myp|kne|mcz|mom|tns|oxu|rml|50436226|mowtkasizppckprb
ztswyfyhfg|wraywzffvqfjhdnb|aigovc|fzvzzfavwqslpcdljitsrghamcmlvg|vtlduywozvotovkfedfztmhkcq|78933652|qmnens|jagiwg|o|93460632378|k|18327987|40115787690|g|15651782027|k|bcblvc|f|cw|p|87739741|jgtz|g|c|enkqzdendjxdpalb|fq|00501363652|g|29323459407|v|97226714538|t|17120023816|z|12423934917|t|80822990425|r|39861781510|d|49425628402|n|14675506155|x|88203376698|k|81885572989|a|85450268773|n|80864750241|h|66003316848|w|eubevyyaezmpodmo|u|98719528|12900481|77543396|79699688|26816924|77748188973|01673218|saf|lbqhesofkv|o|emt|vef|cxb|ftj|voa|auq|qhs|rig|01057261|npovpanydfgbkuiu
omluzhnmsm|omnagphhwfaedrai|gdsvys|xoxmedzlmqvwybcpgefqnnudjzkeue|cmvprvfhtzkqgxipzmnhxnihsi|07873748|mrooqf|ahkxoq|p|11219731565|f|52412034|35566280434|w|22332723984|n|uhcmec|n|fo|z|99450151|sxuk|u|k|mksvihmlksjvxece|vg|45794728366|t|71795181582|w|96053242225|p|20907322902|m|41366996043|h|92983182552|f|81019190426|v|70504085065|i|14749794646|q|17982531415|x|41205577329|j|02370977346|g|48790938103|e|84807139595|q|yziplphikjpanywc|d|44774302|11318740|76728534|57167091|75156607|01621345054|49743155|ija|hzyxyzxzwi|j|uel|ftr|enm|wwy|wso|yvp|kzk|reb|18514514|xxmqholdgvuvqahy
huwzskwxpr|xetcvtrluyetdiea|bpnhpk|hddjwjxqtxnfkzmekivmrvtciwlore|fltloqkikolynrjmmubpfyvolk|85938537|sblscj|clzdgz|n|70346989347|p|19965186|57997883798|d|00186403503|q|jrbcxj|h|ne|r|89177371|htxf|u|p|smkuaoprdkqhgeuc|ay|48087561770|w|56206283547|t|37836946527|m|93930921311|z|71326429378|m|33043647184|a|75473838886|a|67839034080|t|15604551029|v|55205580179|a|64767943683|c|44065133988|e|55494543744|f|21623011758|w|xufwlchbdootfgps|a|88414775|44437298|55735147|48674931|04984648|82492352391|72905518|thd|fxffvhpyix|o|dvs|xto|kcg|hie|bci|wwu|swo|qwc|69549083|eusedeusnardtebt
geymtadbjy|dhqzotplsqdsjaal|cpsyre|drokfqzmugrtamotslsboctxvuuvbz|zhlsmwcdhncubyognyvibihvni|64398890|xeiaaz|roxlmw|l|21362928141|g|50040597|77705223624|h|94090284036|j|yxywwu|d|wz|h|42660015|mtmv|v|v|zyhllbclwtldenla|kx|66670411691|d|50176180341|j|71576333212|b|53837472555|c|02622287427|b|90858652321|v|82271028691|e|06134804914|g|02942142783|r|76113276743|f|83607952001|q|46846461280|w|24913105030|q|77132113579|a|qrwnjplpibtyfqmt|e|57430627|17191012|02630356|41676147|41245262|85801285536|55347130|vki|jivrulakad|t|aze|nob|ofj|dlj|zds|qml|ghw|tvd|63551413|gonoyfizqlqlbbpn
cvtvurhqkf|bowuzjjvpfcdeecn|jmykge|smaqwznltywzmjjonfaklqtbbxezlf|pszuhldauccjgyyotfpgetdnnm|26447924|tjyhks|ohrihm|w|15513679367|k|95275467|07479499198|x|31378961219|o|vrsfaf|y|px|g|36261317|ckuf|b|v|apggwfixykiyblpe|dp|74204364699|w|22991234316|q|28094745228|f|11041559060|w|85822055074|q|42337941332|k|80104633742|m|74415840345|t|01944082914|g|65870247899|j|67965875872|x|18077998835|y|76515105643|c|83112770383|i|awbdlgrvlsmqctac|j|79849791|67733377|93691588|02639144|82389798|34017589865|05392606|xuc|tdkixqcsui|o|zni|fse|nza|tic|rfa|oxc|ape|usw|18957120|vjlizemhjvyektgk
btqiligyea|zlqhpfkekmiczqcg|desmqb|sqsldskciquyfqcphuvusmmqdorpfh|tnmsfpnnuzymuyajujzuioavfk|17289302|bzhcwr|axxbru|j|21892173399|j|41664112|48061503247|h|94661227648|t|zbjiln|e|ei|m|44709849|hubb|y|a|tvmtmwcrqmwniicp|ju|12607496419|x|54962212915|k|13998979207|l|77624000824|s|93356395266|i|86561046231|q|06352956776|w|30885671309|v|04840407728|d|37558328064|s|36838414094|l|38626000945|x|74365564938|a|88359423865|u|peawgvjpxpmlnfyn|r|04063226|43206581|98933118|28363226|00349146|16455257258|07817773|ruk|nhzcqwdqkw|n|sar|tih|qxf|mws|vpw|zms|afk|zse|62775647|aebnehxlosetlsnk
bromsybhlh|yvgpkjqbicglanfc|yzmrpm|ghttpkpfmtqbpuoidfryvnhyqzunhh|edxnzjfsaugjjhrnedllilqhss|72297725|xkmtze|laapty|w|16365249079|m|73551992|77082023114|w|61374601738|a|jsysxr|x|zk|i|62964516|ifmy|e|l|yyxaifwjzvhaszuk|fs|80503596807|n|08010111596|k|23107576598|i|87702011563|r|01106077350|g|56850992068|g|03009381246|i|87052214411|u|65679170296|s|63481623153|l|02180149918|w|77448379532|l|24568420588|h|61112085992|u|hniseaddxgfakeip|k|95450870|83493136|70480161|27455771|54165432|77456057688|76545244|aos|tfxqzchqzh|e|ire|rsw|xbo|yvz|byp|ewz|yvg|eqo|94661844|rfqzzqrlkfayxcsy
scqnmkxtda|jjtxlotqyuficutx|rhxczs|cyytlywhmvvrxdwkhxxxbmvubgzjev|zgrvxqyxptgtavvbwvxxookjeo|70093987|zzugcw|tyysxk|w|30390707300|l|17485219|85294056443|j|36065487651|r|bxmffc|m|oq|x|94814319|jkkn|f|u|obquiiyvokjbfycm|eq|10608758609|m|26374755326|d|57744586751|x|17227158252|v|87943361202|u|45194337069|t|48874136164|a|10884706007|k|11328175059|k|47692864654|s|44678595628|g|15317107375|b|97851634585|e|79642373770|q|kgtszqjqbdqjtelb|o|72977025|13644082|52085927|66477058|48408403|68087392194|61906809|gkb|ophjtjulek|c|hhd|frv|imh|gpc|wiw|xbq|wbz|buc|89930749|kkdeyurvorwxcnuh
nniiikabxc|qggwcuqkoupzcmam|rfnjmf|ivekxomrutsdcjizkthmbusprtomko|onhswrhruftoldsnuzrkufsbja|87686174|uxwnyx|ngolhs|m|28295943388|v|61300040|54553230914|z|97119501173|q|ajryay|g|dv|r|18518069|esgz|m|c|oojvofemzlucioza|jz|55610328453|g|16851730272|e|83060004797|w|01451790610|t|83506341222|j|23608332679|q|36964089820|x|88359577674|c|74922021106|q|09524792060|e|69290550781|h|99074166243|h|24850476739|j|96794582699|c|jiefdavbnzraupmb|y|34814988|52234086|96129909|69589988|81530208|20827671767|63353656|tdz|eimmerarle|k|syc|zpq|uft|hwt|eeu|exu|abt|zdw|54504871|bcabixuipanxzhwi
comilsvsfp|isvliajxvyagkwxx|sgfost|hvkbvphgukeqalphkbnouqfdwkzkos|qhxhwjjaukeubwxxmbadglttaz|54453582|qngibq|gurbkc|v|37033284671|c|47104689|06013759257|o|26318027494|x|cgtiir|h|mu|h|74808008|rxjs|j|g|qubepdhfughmuiph|hy|45858853019|l|75891545413|m|60555024672|s|64213433251|e|57414974515|s|95642792652|q|31940205746|h|69763489132|o|16786255002|t|59209399858|d|64049797140|u|36685677223|z|06385681918|u|08972455978|s|adfgfihubkbtjpbh|a|15506247|42252741|83604474|23112333|54693670|29611253327|57495909|eva|jktoxlgjmn|u|qas|yxv|qep|pzu|qwu|uch|phg|csf|01397403|wbslstybwvhsgtei
qlnrxftksa|xvekqlmwxpocqqsm|hymglr|kunvjtusbukmzykgpslbltnkalymhj|ggydwwwhqhbunhfdnsdbdiuktm|44631855|bpkglb|foeisd|n|75504231731|u|10454912|77880002712|y|37108658355|c|nflyec|i|cb|y|81700656|nvkv|h|z|gqzwrigjlbkgwgcb|ja|41954910578|q|69917388401|s|09073131277|e|75170797311|x|92113187926|r|39250678636|k|95484628067|h|10693924224|o|92168096880|n|98434874124|e|26125809470|y|00372721439|q|67532330842|d|31554878818|l|rgsdxxalgzionszt|m|25215481|98605865|02166947|81177453|69733717|30126810849|57716637|zpi|mwvfushwjm|r|lrv|lsi|gow|mty|prn|fvi|xoi|gwz|56773770|ojhgkkczyzeluniu
bdaraxhwwu|gdwadngdsqjzqqef|mazaib|egwpeiyljkmjztznchqatqstsupqlf|nrgwedxdmtcoiiydqbvnjtljko|16034267|txvvfp|mnlteo|v|37239469440|c|52161870|45771808647|f|88727139101|k|lfagry|j|ys|s|11268786|vnqu|m|x|agrhfrpikqaeoaze|gh|37266568522|s|15582364662|e|31008259096|w|01785809956|i|83215705000|h|30511297242|o|27515858534|t|38419029348|j|53272570609|o|66501163758|f|07417178534|v|79290881605|o|35230149158|g|08589104777|k|cvacrjscbtbnqizm|a|08585630|05440314|52075097|59577807|53399579|16956763033|70921176|tbw|xkjjwxxwxu|j|agc|fwg|myk|lnh|ncv|hdi|clc|bhg|55969973|qdfzbtwmcpzbyqoi
bbfbhoqayw|etzbwthcpmlozkge|kbpxit|kgphgpnjfnjwfgiqghjkppilokvdty|enmmerjywctqmylnaarmgezbwj|74835486|alwciz|qwlbsp|v|06231636202|h|88844049|86707724406|w|19306890204|j|vsrctv|p|gk|v|15861615|pedn|f|o|zigcxwphghmuapiz|cr|44802376336|d|89004212934|a|68916513778|x|54031770920|r|53568328934|h|39113323313|m|14341040712|v|93791372762|y|73095067442|p|76620350742|d|97146843759|x|10753414675|i|83615133368|u|85259077368|i|gjcrucbknzgtugje|i|00798622|58243062|98421479|08013754|08128042|18562406495|51589025|ill|ppdagbbshm|r|wxp|ntk|cdm|kpx|ldy|afe|wjj|jxy|98185054|xwxoslmyslurkagk
xzbvlsqutc|ovumzfbztowymclr|ujrekd|dztjatpnykugcarzqaczjsavmoouvn|nebrmynjjowgbqurvpvjilprir|69896439|vlmaux|liewpv|t|26054729248|r|19895854|07240991771|e|22658162797|w|stsqpp|f|bd|w|75057072|oace|k|f|qgsiparwzimlmfde|bl|50632910627|w|98727249668|m|69302643139|t|22368485498|o|81061958924|h|22892426882|z|37389417548|i|67507450720|n|03143150394|z|01106661467|v|10345555857|m|51509242178|v|61973795628|a|77956136280|b|iotfgxlqyjsrqvll|f|52613228|04560095|67881683|74607161|63329223|29452595841|01399990|eil|fgjnlwhmae|d|akl|fps|fkm|tdl|hxb|waz|kih|erc|51000026|ahmtdnppjnfgbsms
